audio_path,transcription,first_path,sr,duration,transcription_len
arm_09334_01379569479,Tenés que denunciar inmediatamente el accidente para que lo cubra el seguro,male_audio,48000.0,4.778666666666667,75
arm_06136_01805724628,Quiero un jabón para relajarme.,male_audio,48000.0,4.010666666666666,31
arm_05223_00154377171,Necesito tu ayuda urgente.,male_audio,48000.0,3.925333333333333,26
arm_03397_01001500542,¿Qué tan destruida quedó la ciudad de Nueva Orleans después del huracán Katrina?,male_audio,48000.0,4.522666666666667,80
arm_04310_01633259307,Los hamsters comen zanahorias,male_audio,48000.0,3.6693333333333333,29
arm_00610_01436352189,En el salón de fiestas entran alrededor de mil quinientas personas,male_audio,48000.0,6.485333333333333,66
arm_09697_01306802283,Hoy a la tarde saqué mi tarjeta para la bicicleta urbana,male_audio,48000.0,4.608,56
arm_04310_01935464076,Ayudáme a encontrar un buen gimnasio pero que esté cerca de mi casa,male_audio,48000.0,5.12,67
arm_01523_01282980270,No te entiendo nada,male_audio,48000.0,2.56,19
arm_01523_01088295309,La granizada destruyó toda la plantación de lechuga,male_audio,48000.0,3.584,51
arm_07049_01265062379,Quiero irme de vacaciones a Hawái pero no sé si el volcán esté activo.,male_audio,48000.0,5.888,70
arm_04310_01170407677,Se hicieron versiones en todos los idiomas de esa canción,male_audio,48000.0,4.522666666666667,57
arm_02484_01387218352,Voy a necesitar que lo pagués con la tarjeta roja,male_audio,48000.0,4.352,49
arm_02484_01763330434,Te recomiendo que te llevés un buen libro o bajés una buena película para disfrutar el viaje,male_audio,48000.0,7.082666666666666,92
arm_00610_01902615510,¿Queres que te recomiende algo en particular?,male_audio,48000.0,4.864,45
arm_06136_00279667527,"Además, no necesitás comprar una bicicleta, podés usar las de la ciudad.",male_audio,48000.0,6.997333333333334,72
arm_08421_01344921497,No sé hablar malayo,male_audio,48000.0,2.2186666666666666,19
arm_04310_01373377983,¿Deseas avisar a tu familia que estás bien?,male_audio,48000.0,4.437333333333333,43
arm_03397_00678853928,Te quiero pedir cincuenta bolsas de basura extra grandes y veinticinco carpas,male_audio,48000.0,6.058666666666666,77
arm_09334_00047697216,¿Podés verificar si hay alguna estación de tren cerca del aeropuerto?,male_audio,48000.0,4.693333333333333,69
arm_08784_00367233603,La piel es muy porosa,male_audio,48000.0,5.888,21
arm_09697_01907620915,Del subte al museo son quince minutos,male_audio,48000.0,3.072,37
arm_07508_00278237766,¿Hay algún video viral esta mañana?,male_audio,48000.0,3.925333333333333,35
arm_05223_00206898131,Quiero ver una película pero que sea en una pantalla grande.,male_audio,48000.0,5.205333333333333,60
arm_02484_00235213418,¿Querés aprender el idioma a nivel de negocios o lo querés para una cuestión más cotidiana?,male_audio,48000.0,7.253333333333333,91
arm_09697_00054043655,Te quiero pedir cincuenta bolsas de basura extra grandes y veinticinco carpas,male_audio,48000.0,5.546666666666667,77
arm_01523_02119659242,¿Me ayudas a hacer los deberes?,male_audio,48000.0,3.2426666666666666,31
arm_04310_02128602099,Creo que se le disloco el hombro,male_audio,48000.0,4.096,32
arm_07049_01292150260,El siguiente semestre quiero empezar a estudiar licenciatura en cine,male_audio,48000.0,4.181333333333333,68
arm_08784_00049826893,Los atajos están más libres de circulación que nunca en los últimos tiempos,male_audio,48000.0,7.68,75
arm_05223_00194264378,No entiendo nada,male_audio,48000.0,3.584,16
arm_04310_00735455958,Me gustaría organizar unas charlas sobre mecanica industrial,male_audio,48000.0,5.632,60
arm_02484_00877707361,Él sabe que con eso va a pasar a la historia.,male_audio,48000.0,4.693333333333333,45
arm_07049_01400166110,La parte de las cataratas del Niágara que está del lado estadounidense es bastante aburrida,male_audio,48000.0,5.632,91
arm_07508_02134741102,Les recomiendo que escalen siete montañas de más de cinco mil metros sobre el nivel del mar,male_audio,48000.0,6.741333333333333,91
arm_01523_01483821019,Los champiñones silvestres son los más sabrosos,male_audio,48000.0,3.4133333333333336,47
arm_03397_00681822767,Corea del Norte logró lanzar un misil a una distancia de quinientos kilómetros por primera vez.,male_audio,48000.0,6.485333333333333,95
arm_08784_00300323937,Últimamente he visto muchas bicicletas en la calle.,male_audio,48000.0,5.888,51
arm_06136_00035496108,Últimamente he andado muy acelerada.,male_audio,48000.0,4.949333333333334,36
arm_06136_02109768581,El caballo está amarrado,male_audio,48000.0,5.034666666666666,24
arm_00610_01171224752,Tocar el xilófono es mi hobby favorito,male_audio,48000.0,5.632,38
arm_08784_01058192871,¿Es un vuelo directo o hace escalas?,male_audio,48000.0,5.632,36
arm_05223_01091031075,Quiero que me des tu opinión sobre la nueva obra de teatro.,male_audio,48000.0,4.693333333333333,59
arm_01523_00319759547,"¿Sabes de electricidad?, necesito cambiar un enchufe y no se como",male_audio,48000.0,4.864,65
arm_00610_01181265409,Te voy a mandar una lista de los mejores exitos en español directo a tu celular.,male_audio,48000.0,5.973333333333334,80
arm_09334_00478327226,Estoy acá con una amiga cocinando comida Tailandesa,male_audio,48000.0,5.461333333333333,51
arm_05223_01354068042,"Estoy aburrido con la música de mi teléfono, quiero que me recomiendes algo nuevo.",male_audio,48000.0,7.168,82
arm_00610_01962111017,La película me llegó al corazón,male_audio,48000.0,4.949333333333334,31
arm_07508_01553419918,Le recomiendo los Alpes Suizos,male_audio,48000.0,3.584,30
arm_03397_00988511829,El Llano en Llamas es un clásico de Juan Rulfo,male_audio,48000.0,4.352,46
arm_08421_01314869303,¿Podrías comprar por favor el disco y enviarselo a mi mamá?,male_audio,48000.0,3.584,59
arm_08421_00128803683,Este libro nos muestra una teoría sobre la importancia del arte en el ámbito científico,male_audio,48000.0,5.888,87
arm_00610_01014719354,La obra de teatro El Flautista fue un exito rotundo,male_audio,48000.0,5.205333333333333,51
arm_00610_01930935764,Mas o menos ¿qué presupuesto está dispuesto a pagar?,male_audio,48000.0,6.485333333333333,52
arm_09697_00124067204,Estoy buscando un restaurante de cocina tradicional,male_audio,48000.0,3.6693333333333333,51
arm_01523_01271897808,¿Me podés ayudar a coser un parche?,male_audio,48000.0,2.9013333333333335,35
arm_09334_00185618397,Los hamsters comen zanahorias,male_audio,48000.0,3.4133333333333336,29
arm_09334_01503837011,Tiene el tiempo contado,male_audio,48000.0,2.474666666666667,23
arm_05223_01959284939,No entiendo nada,male_audio,48000.0,3.1573333333333333,16
arm_00610_00514146452,Quiero ver una película de comedia,male_audio,48000.0,3.84,34
arm_07049_01215448244,Primero que nada vamos a hacer un ejercicio de respiración,male_audio,48000.0,3.584,58
arm_07049_01090816678,Los hamsters comen zanahorias,male_audio,48000.0,3.6693333333333333,29
arm_03397_01093258524,La ciudad es bellísima y tan alegre,male_audio,48000.0,3.328,35
arm_07508_00554801132,¿Qué necesito para sacar el registro?,male_audio,48000.0,3.584,37
arm_06136_00389029506,El jeroglífico tiene un pez amarillo,male_audio,48000.0,4.778666666666667,36
arm_04310_01693307864,Hola Cristina que bien que puedo hablar con vos,male_audio,48000.0,4.352,47
arm_07508_01567818898,¿Te gusta la nieve?,male_audio,48000.0,3.584,19
arm_00610_01100147988,"Ya llegó el taxi, está acá afuera",male_audio,48000.0,4.608,33
arm_08784_00681989828,¿Conoces la historia del cine mudo?,male_audio,48000.0,4.437333333333333,35
arm_03397_00449467383,Quiero que los chicos vean algo que sea más adecuado a su edad y no sea tan violento.,male_audio,48000.0,5.461333333333333,85
arm_00610_01847362465,¿Cómo es tu estado físico?,male_audio,48000.0,3.4133333333333336,26
arm_00610_01039540131,¿Queres que te mande la noticia de los diferentes medios?,male_audio,48000.0,4.864,57
arm_08421_00796934328,Ayer vi una película francesa sobre la primera guerra mundial y me llamó mucho la atención uno de los soldados,male_audio,48000.0,7.253333333333333,110
arm_00610_01114190649,Los niños tienen mucha imaginación,male_audio,48000.0,5.205333333333333,34
arm_09697_01240723340,Es producto del programa Alemán de entrenamiento científico,male_audio,48000.0,4.608,59
arm_05223_01069260374,Tengo una reunión con mis amigos y queremos ir a un café.,male_audio,48000.0,4.608,57
arm_07508_00474620405,Quiero comprar una camisa negra.,male_audio,48000.0,4.096,32
arm_07508_00988978547,La ciudad es bellísima y tan alegre,male_audio,48000.0,4.181333333333333,35
arm_06136_00279968429,Ayer fui al cine y ví una pésima película.,male_audio,48000.0,5.034666666666666,42
arm_06136_00763976502,En cada estación de bicicleta metés tu tarjeta y te dice la bicicleta que podés usar.,male_audio,48000.0,7.509333333333333,85
arm_09334_01340210205,¿Me podés mandar fotos de tu gato?,male_audio,48000.0,4.266666666666667,34
arm_07049_00904692470,Estoy entusiasmado con meterme a jugar en el equipo de fútbol.,male_audio,48000.0,4.181333333333333,62
arm_04310_00527380003,¿Me podrías decir que otros lugares puedo visitar en Canadá?,male_audio,48000.0,5.12,60
arm_07508_00516266797,¿En qué calle está la casa?,male_audio,48000.0,2.9013333333333335,27
arm_00610_00474418135,Hay tres cafés que están abiertos hasta las once de la noche.,male_audio,48000.0,6.4,61
arm_05223_00868092458,Quiero salir de viaje con mis padres pero no sé a donde.,male_audio,48000.0,5.546666666666667,56
arm_09697_01477767190,Quiero hacer una compra en internet para ayudar a los damnificados,male_audio,48000.0,3.6693333333333333,66
arm_02484_00341942551,¿Me podés por favor enviar algún link de la película por si yo me animo a verla?,male_audio,48000.0,5.632,80
arm_07049_02095440606,Estoy buscando un restaurante de pescados y mariscos,male_audio,48000.0,3.925333333333333,52
arm_00610_00122244953,Quiero saber cuál es la hamburguesa con menos calorías.,male_audio,48000.0,5.290666666666667,55
arm_02484_00970556179,"Se recomienda que lleves un pantalón de jean, zapatillas cómodas o botas para caminar",male_audio,48000.0,6.656,85
arm_04310_01284121137,Hoy decidí dejar de ser sastre,male_audio,48000.0,4.693333333333333,30
arm_08421_02102638615,"Las tejas rojas del tejado no son de México, son de Texas",male_audio,48000.0,4.608,57
arm_00610_01564445235,Los corazones de pollo son una delicia,male_audio,48000.0,5.461333333333333,38
arm_05223_01497649084,Hacé la reserva para que llegue con tiempo al concierto.,male_audio,48000.0,5.290666666666667,56
arm_06136_02083600121,"Sí, es importante que te sientas cómodo en una bici.",male_audio,48000.0,6.144,52
arm_09334_02081829763,De postre voy a servir merengue,male_audio,48000.0,2.986666666666667,31
arm_08784_01687024675,¿Cuánto cuestan los boletos del ballet?,male_audio,48000.0,4.949333333333334,39
arm_07508_01848694470,Quiero saber datos curiosos sobre la Reina de Inglaterra.,male_audio,48000.0,4.437333333333333,57
arm_04310_01386354756,Marcela es chef,male_audio,48000.0,3.7546666666666666,15
arm_02484_00854790812,No hay sin embargo ningún jugador lastimado porque ellos tenían el equipo adecuado para protegerse,male_audio,48000.0,5.717333333333333,98
arm_03397_01507731232,¿En qué calle está la casa?,male_audio,48000.0,2.474666666666667,27
arm_05223_00237942252,Quiero ir de viaje con mis amigos de la universidad y no sé a donde,male_audio,48000.0,6.314666666666667,67
arm_08421_01952579190,La enciclopedia Británica dice que el ser humano tiene libre albedrío,male_audio,48000.0,4.864,69
arm_00610_00021565457,Te aconsejo que lleves un impermeable,male_audio,48000.0,4.437333333333333,37
arm_05223_01496860102,¿Querés comprarla por internet o en persona?,male_audio,48000.0,4.352,44
arm_04310_00564533273,Estoy muy ocupada con el trabajo,male_audio,48000.0,3.584,32
arm_01523_02134633767,Recomendame un libro basado en una historia verídica,male_audio,48000.0,4.352,52
arm_01523_01541939860,¿Sigue vivo Francisco Toledo?,male_audio,48000.0,2.986666666666667,29
arm_07049_00134855899,Hay nuevos canales de audio en cada una de las salas de cine donde cada uno puede escuchar la película según su acento,male_audio,48000.0,6.826666666666667,118
arm_01523_00174263527,"¿Sabes de plomería?, necesito cambiar un grifo y no se como",male_audio,48000.0,4.608,59
arm_08421_00477844608,El mango me encanta,male_audio,48000.0,2.474666666666667,19
arm_04310_00842739185,Es muy importante añadir a la receta cien mililitros de vino blanco,male_audio,48000.0,6.656,67
arm_06136_00593166521,En ese canal pasan películas de niños a esas horas.,male_audio,48000.0,6.058666666666666,51
arm_00610_00307222262,¿Necesitas que te reserve también tu vuelo?,male_audio,48000.0,4.522666666666667,43
arm_07049_01039500954,"Los equipos que participarán en el mundial de fútbol son, México, Panamá, Costa Rica y Estados Unidos",male_audio,48000.0,7.936,101
arm_04310_00463158657,La pronunciación del francés es difícil,male_audio,48000.0,5.12,39
arm_07508_01879237201,Se me rompió la bacha y no sé cómo arreglarla,male_audio,48000.0,5.717333333333333,45
arm_04310_01611191645,Me gustaría organizar unas charlas sobre literatura fantástica,male_audio,48000.0,5.802666666666667,62
arm_04310_01769876951,Te mando un beso y nos estamos viendo,male_audio,48000.0,3.925333333333333,37
arm_07049_00827181821,Por las tardes se escucha música en la Plaza.,male_audio,48000.0,3.4133333333333336,45
arm_07049_01492499046,Esos departamentos no aceptan mascotas,male_audio,48000.0,4.096,38
arm_07049_00250990749,Nunca fuiste constante en tu vida.,male_audio,48000.0,2.816,34
arm_08784_00724946158,¿Cuánto cuestan los boletos del teatro?,male_audio,48000.0,5.034666666666666,39
arm_07049_01866508695,¿Qué equipos participan del mundial de fútbol?,male_audio,48000.0,4.181333333333333,46
arm_07049_00631664048,Los corazones de pollo son una delicia,male_audio,48000.0,3.584,38
arm_00610_01776643746,Solo quiero escuchar algo diferente.,male_audio,48000.0,4.266666666666667,36
arm_08784_00421462788,Los hongos rojos no son comestibles,male_audio,48000.0,6.229333333333333,35
arm_07508_01766728301,¿Hay algún estreno de cine?,male_audio,48000.0,3.584,27
arm_05223_01051224859,Quiero ir de viaje solo pero no sé a donde.,male_audio,48000.0,4.949333333333334,43
arm_06136_01770070014,¿Que canales pueden ver los niños que sean más apropiados para su edad?,male_audio,48000.0,6.4,71
arm_07049_00017905992,Quiero comprar una computadora y quiero que me ayudes a hacer un pedido,male_audio,48000.0,4.778666666666667,71
arm_09697_00342952515,¿Qué tan destruida quedó la ciudad de Nueva Orleans después del huracán Katrina?,male_audio,48000.0,5.461333333333333,80
arm_00610_00829084769,¿Quién subió el mejor video?,male_audio,48000.0,4.437333333333333,28
arm_00610_00538298644,"Ayer llovió mucho, y llegue tarde a mi reunión",male_audio,48000.0,5.205333333333333,46
arm_02484_01188385721,¿Qué hacemos? ¿Cómo empezamos? ¿Cómo arrancamos? ¿Qué necesitan saber?,male_audio,48000.0,7.424,70
arm_08421_00743179555,Los niños tienen mucha imaginación,male_audio,48000.0,2.816,34
arm_09334_01466260735,Caracas tiene muchísimos parques donde hay conciertos gratuitos,male_audio,48000.0,4.778666666666667,63
arm_08784_01987205584,El mes de febrero es el más frío del año,male_audio,48000.0,4.864,40
arm_08784_00798638638,¿Me puedes decir que teléfono debo comprar?,male_audio,48000.0,5.632,43
arm_09697_01164115951,Quisiera recordar los tiempos de mi niñez,male_audio,48000.0,4.693333333333333,41
arm_08421_02090619738,Hoy decidí dejar de ser sastre,male_audio,48000.0,3.925333333333333,30
arm_08784_01159858442,Tenés que denunciar inmediatamente el accidente para que lo cubra el seguro,male_audio,48000.0,7.168,75
arm_05223_00019449778,¿Cuáles son las principales diferencias?,male_audio,48000.0,4.437333333333333,40
arm_00610_00340277597,¿Ve usted la pestaña en la parte superior izquierda que dice buscar?,male_audio,48000.0,6.741333333333333,68
arm_08784_01729374731,La mermelada de zarzamora es muy fácil de hacer,male_audio,48000.0,6.997333333333334,47
arm_01523_01184375989,Las estadísticas muestran que hay más accidentes de tránsito durante la noche que durante el día.,male_audio,48000.0,5.12,97
arm_03397_00153392978,Edgar quisiera hacer un depósito a la cuenta de mi primo,male_audio,48000.0,4.437333333333333,56
arm_03397_00865467573,¿Y a qué hora es ese programa de radio?,male_audio,48000.0,3.4133333333333336,39
arm_09334_00309315527,Los chorizos que hacen en esa zona son deliciosos,male_audio,48000.0,3.925333333333333,49
arm_00610_00131121944,Por las tardes se escucha música en la Plaza.,male_audio,48000.0,5.034666666666666,45
arm_05223_01650803975,¿Querés que te recomiende algo en particular?,male_audio,48000.0,4.864,45
arm_09697_01183943374,La bicicleta urbana se ha convertido en uno de los medios de transporte más peligrosos,male_audio,48000.0,6.4,86
arm_05223_00687458469,Tenés muy pocas opciones si te intersa la fotografía.,male_audio,48000.0,4.693333333333333,53
arm_05223_00752338616,Quiero que me reserves mi vuelo lo antes posible.,male_audio,48000.0,5.205333333333333,49
arm_05223_01647768933,Quiero cambiar mi auto porque tiene muchos problemas.,male_audio,48000.0,5.205333333333333,53
arm_03397_00025749113,Te quiero pedir comida de bebé y toalla femeninas,male_audio,48000.0,4.266666666666667,49
arm_07049_00804559017,¿Creés que sería mejor llevar alimentos desde la ciudad?,male_audio,48000.0,4.010666666666666,56
arm_07508_00655856819,¿Cuándo se filmó la película de Titanic?,male_audio,48000.0,4.693333333333333,40
arm_07049_00955054081,"Tenemos tres opciones de transporte: colectivo, subte o taxi.",male_audio,48000.0,5.290666666666667,61
arm_09697_00911111033,Lo podés pagar con la American Express,male_audio,48000.0,3.584,38
arm_06136_01415187878,¿Cuál es la definición del drama?,male_audio,48000.0,4.522666666666667,33
arm_07049_01445408868,En aquellos tiempos los griegos imitaban a los dioses del Olimpo y cargaban piedras desde la playa a la plaza central,male_audio,48000.0,7.253333333333333,117
arm_07049_00364898243,¿Cuántos años tiene el último campeón de fórmula uno?,male_audio,48000.0,3.2426666666666666,53
arm_03397_00516611029,¿Cuántas viviendas se abrieron después del terremoto del diecinueve de septiembre?,male_audio,48000.0,4.608,82
arm_01523_01909465122,No tengo ningún color favorito.,male_audio,48000.0,2.9013333333333335,31
arm_04310_01442172592,No te entiendo nada,male_audio,48000.0,3.498666666666667,19
arm_09334_01757903711,Estoy acá con una amiga cocinando comida India,male_audio,48000.0,5.376,46
arm_08421_01207471657,"Perfecto, espero la información, gracias",male_audio,48000.0,3.2426666666666666,40
arm_04310_01280131310,¿Te gustan los chocolates?,male_audio,48000.0,4.010666666666666,26
arm_00610_01498933376,Me podes mandar mas informacion sobre los hechos.,male_audio,48000.0,5.376,49
arm_09334_01493019911,Bogotá tiene muchísimos parques donde hay conciertos gratuitos,male_audio,48000.0,5.461333333333333,62
arm_01523_00492283559,Se come tanto Sushi en el mundo que el atún está desapareciendo de los océanos,male_audio,48000.0,6.741333333333333,78
arm_07049_01538806342,Hay que ponernos de acuerdo,male_audio,48000.0,2.304,27
arm_07508_01840445255,La obscuridad del pozo era obscena por naturaleza,male_audio,48000.0,4.778666666666667,49
arm_06136_01440954136,¿Querés que te sirva un café?,male_audio,48000.0,4.352,29
arm_07049_00101062767,La calle está llena de pozos,male_audio,48000.0,3.072,28
arm_05223_00287540255,"Quiero ir de viaje con mi esposa y mis hijos, pero no sé a donde.",male_audio,48000.0,5.12,65
arm_09697_00120789747,Edgar quisiera hacer un depósito a la cuenta de mi primo,male_audio,48000.0,4.010666666666666,56
arm_07508_00604847165,¿Cuáles son los museos internacionales con más arte mexicano?,male_audio,48000.0,4.608,61
arm_04310_01280843730,Creo que tiene roto el fémur,male_audio,48000.0,3.925333333333333,28
arm_08421_01436656317,¿Hay alguna opción en el menú para alguien que no come carne?,male_audio,48000.0,4.096,61
arm_01523_00954932676,Los hamsters comen zanahorias,male_audio,48000.0,2.816,29
arm_07049_01138093713,¿Puede grabar un video y mandármelo a mi mail?,male_audio,48000.0,3.6693333333333333,46
arm_06136_01171692770,La ciudad es bellísima y tan alegre,male_audio,48000.0,4.693333333333333,35
arm_08784_00985959891,Hasta que no acabes la tarea no podés salir con tus amigos,male_audio,48000.0,6.4,58
arm_02484_02100315207,Tiene el tiempo contado,male_audio,48000.0,4.010666666666666,23
arm_04310_01342910643,Por ahí se dice que este personaje malverso una cantidad extraordinaria de fondos públicos,male_audio,48000.0,6.4,90
arm_00610_01539124992,Los sandwich están fríos,male_audio,48000.0,5.290666666666667,24
arm_03397_01731979440,En dos meses me salió un viaje a Nueva York y no tengo ni idea que ropa llevar,male_audio,48000.0,4.437333333333333,78
arm_07508_01372218393,Hay un paquete en promoción de dos mil dolares por semana,male_audio,48000.0,5.12,57
arm_08421_00887349087,Quiero bajar un programa o algo donde pueda entender el idioma,male_audio,48000.0,3.925333333333333,62
arm_02484_01452386706,"Tengo que mandar un documento en mandarín, y no sé mandarín",male_audio,48000.0,5.632,59
arm_09697_00642718332,Las Olimpíadas comenzaron con los griegos en la ciudad de Creta,male_audio,48000.0,5.205333333333333,63
arm_07508_01138503086,¿Sabés quién fue Frida Kahlo?,male_audio,48000.0,3.328,29
arm_04310_01900957487,¿Cuál es la pizza que tiene menos calorías?,male_audio,48000.0,4.181333333333333,43
arm_08784_01611251666,¿Volaste en helicóptero?,male_audio,48000.0,4.096,24
arm_01523_01208680615,Mañana es día festivo,male_audio,48000.0,3.1573333333333333,21
arm_07508_02084265158,Los corazones de pollo son una delicia,male_audio,48000.0,3.1573333333333333,38
arm_07049_00474875206,Ya están todas las películas en tu mail,male_audio,48000.0,3.072,39
arm_01523_00308369429,¿Surfeaste alguna vez?,male_audio,48000.0,2.9013333333333335,22
arm_08421_00806154504,"En su teléfono hay una pestaña que dice aplicaciones, apriete el icono de color azul",male_audio,48000.0,5.632,84
arm_06136_01955644672,¿Cuánto cuesta esa malla española?,male_audio,48000.0,5.034666666666666,34
arm_06136_01034432964,Ando un poco pensativa.,male_audio,48000.0,4.096,23
arm_02484_01249298980,"Averiguame precios, cuándo es temporada baja, cuándo es temporada alta y opciones de colectivo",male_audio,48000.0,7.338666666666667,94
arm_05223_00896622769,Si te duele mucho la cabeza podés tomarte una aspirina.,male_audio,48000.0,5.12,55
arm_04310_01361386377,¿Conocés la información nutricional de la pizza vegetariana?,male_audio,48000.0,4.949333333333334,60
arm_07508_00807555277,El conductor de la CNN está de vacaciones.,male_audio,48000.0,4.010666666666666,42
arm_07049_01735252050,"Tenés que entrar al subte por la línea nueve, según Google esa línea tiene tres estaciones de transbordo",male_audio,48000.0,6.656,104
arm_02484_00749477863,"¿Me gustaría reservar para dos personas, puede ser?",male_audio,48000.0,4.352,51
arm_01523_00505757934,La mermelada de zarzamora es muy fácil de hacer,male_audio,48000.0,3.498666666666667,47
arm_05223_00856982742,Mandáme el link a mi y a mis amigos.,male_audio,48000.0,4.181333333333333,36
arm_03397_01581575543,La ciudad de Buenos Aires cambió mucho en los últimos años,male_audio,48000.0,3.328,58
arm_03397_01857966525,El otro día me comí una sopa de champiñones muy picante,male_audio,48000.0,3.7546666666666666,55
arm_03397_00713705221,El segundo paso para eliminar el calor es bañarte con agua fría,male_audio,48000.0,4.437333333333333,63
arm_04310_01044439034,Decíme a ciencia cierta ¿quién es este personaje?,male_audio,48000.0,4.608,49
arm_05223_00943943439,Necesito que me hagas un favor.,male_audio,48000.0,3.7546666666666666,31
arm_08784_00664914045,¿Has visto alguna vez un erizo de mar?,male_audio,48000.0,5.205333333333333,38
arm_07508_00014602632,¿Cuáles son las zonas en las que hay carriles de bicicletas?,male_audio,48000.0,4.864,60
arm_03397_00662743873,"Si de casualidad cambia el clima, ¿nos podrías mandar un mensaje al celular por favor?",male_audio,48000.0,5.205333333333333,86
arm_03397_01646651939,Tarda dos días hábiles en recibir el dinero en efectivo por ser de diferente banco,male_audio,48000.0,5.12,82
arm_07508_02094590521,Quiero una cartera azul.,male_audio,48000.0,3.1573333333333333,24
arm_03397_01148491896,En mi base de datos tengo veintitrés diferentes recomendaciones para pasar un día en el campo,male_audio,48000.0,5.376,93
arm_02484_00728562961,Hace años que no voy a ningún concierto,male_audio,48000.0,3.925333333333333,39
arm_08421_00334930147,Voy a tener visitas y quiero sorprenderlos con un plato exquisito,male_audio,48000.0,4.693333333333333,65
arm_03397_00324176167,"Ayer llovió mucho, y llegue tarde a mi reunión",male_audio,48000.0,3.6693333333333333,46
arm_04310_01663193408,Te puedo compartir algunos links de video para que veas lo que pasó,male_audio,48000.0,5.205333333333333,67
arm_01523_00568278289,¿Me podés ayudar a cocinar una tarta de manzana?,male_audio,48000.0,3.4133333333333336,48
arm_09334_01105051365,La ciudad es bellísima y tan alegre,male_audio,48000.0,3.498666666666667,35
